ack_id,plan_name_clean,sponsor_name,amt_mutual_funds,staged_total,gap_amt,gap_pct
20251014095047NAL0005344498001,NATIONAL PLUS PLAN,BOARD OF TRUSTEES OF THE NATIONAL PLUS PLAN,176253857.00,0.00,176253857.00,100.00
20251015152110NAL0002659539001,"401(K)/PROFIT SHARING PLAN AND TRUST FOR WAKE RADIOLOGY CONSULTANTS, P.A.","WAKE RADIOLOGY CONSULTANTS, P.A",175582538.00,0.00,175582538.00,100.00
20251014124142NAL0001358419001,"UNICREDIT BANK GMBH, NEW YORK BRANCH","UNICREDIT BANK GMBH, NEW YORK BRANCH",175451363.00,0.00,175451363.00,100.00
20251014141338NAL0001482403001,EMERSON HEALTH SYSTEM RETIREMENT SAVINGS PLAN,"EMERSON HEALTH SYSTEM, INC.",175262665.00,0.00,175262665.00,100.00
20251015143827NAL0005155233001,WOMAN'S HOSPITAL FOUNDATION 403(B) RETIREMENT SAVINGS PLAN,WOMAN'S HOSPITAL FOUNDATION,175258967.00,0.00,175258967.00,100.00
20250718200111NAL0004154578001,EXACT SCIENCES CORPORATION 401(K) PLAN,EXACT SCIENCES CORPORATION,175185573.00,0.00,175185573.00,100.00
20251008165323NAL0003445507001,GAVILON 401(K) MASTER TRUST,"VITERRA USA HOLDINGS, LLC",175012695.00,0.00,175012695.00,100.00
20251013143716NAL0003293538001,"HTC GLOBAL SERVICES, INC. SAVINGS INCENTIVE PLAN","HTC GLOBAL SERVICES, INC.",174989799.00,0.00,174989799.00,100.00
20251009152608NAL0004039619001,PREGIS LLC RETIREMENT AND SAVINGS PLAN,PREGIS LLC,174914125.00,0.00,174914125.00,100.00
20260402160055NAL0003808658001,CALISTA 401(K) RETIREMENT PLAN,CALISTA CORPORATION,174426026.00,0.00,174426026.00,100.00
20250804150856NAL0000787251001,WILLAMETTE UNIVERSITY DEFINED CONTRIBUTION RETIREMENT PLAN,WILLAMETTE UNIVERSITY,173476498.00,0.00,173476498.00,100.00
20251009085205NAL0006707825001,GIBBONS P.C. THRIFT SAVINGS PLAN & TRUST,GIBBONS P.C.,173339790.00,0.00,173339790.00,100.00
20260304070245NAL0004512064001,NATIONAL HOCKEY LEAGUE PLAYERS' US 401(K),BENEFITS CMTE OF THE NTL HOCKEY LEAGUE PLYRS 401(K) SAV,173194242.00,0.00,173194242.00,100.00
20250914131011NAL0000340737001,HGV RETIREMENT SAVINGS PLAN,HILTON RESORTS CORPORATION,172885724.00,0.00,172885724.00,100.00
20251002122117NAL0000479681001,"SAVINGS PLAN FOR EMPLOYEES OF PERNOD RICARD USA, LLC","PERNOD RICARD USA, LLC",172615578.00,0.00,172615578.00,100.00
20251015090733NAL0008774370001,PORTER WRIGHT MORRIS AND ARTHUR LLP 401K RETIREMENT PLAN MASTER TRUST,PORTER WRIGHT MORRIS & ARTHUR LLP,172523898.00,0.00,172523898.00,100.00
20260414050529NAL0023897088001,"NORTHWEST OHIO CARPENTERS, MILLWRIGHTS AND PILE DRIVERS SUPPLEMENTAL PENSION PLAN",BOARD OF TRUSTEES NW OHIO CARP MW PD SUPPLEMENTAL,172520215.00,0.00,172520215.00,100.00
20251015181342NAL0005606529001,SIMON & SCHUSTER 401(K) RETIREMENT PLAN,"SIMON & SCHUSTER, LLC",172314657.00,0.00,172314657.00,100.00
20251010154558NAL0008419281001,WILLIS TOWERS WATSON SAVINGS PLAN TRUST,WILLIS TOWERS WATSON US LLC,346394414.00,174107093.00,172287321.00,50.00
20251015151211NAL0006732944001,EWINGCOLE CASH-OP PLAN,"EWINGCOLE, INC.",172260504.00,0.00,172260504.00,100.00
20250924135610NAL0009310979001,THE COLLEGE OF WOOSTER DEFINED CONTRIBUTION PLAN,THE COLLEGE OF WOOSTER,171714785.00,0.00,171714785.00,100.00
20250910111233NAL0013132035001,"RETIREMENT PLAN FOR EMPLOYEES OF THE POPULATION COUNCIL, INC.","THE POPULATION COUNCIL, INC.",172650799.00,1070151.00,171580648.00,99.00
20250702135125NAL0013037201001,"WATCO COMPANIES, L.L.C. 401(K) PLAN","WATCO COMPANIES, L.L.C.",171568464.00,0.00,171568464.00,100.00
20251008173231NAL0005869521001,"WYNN RESORTS, LIMITED 401(K) PLAN","WYNN RESORTS, LIMITED",171463531.00,0.00,171463531.00,100.00
20251015213103NAL0011307234001,METRO-ILA INDIVIDUAL ACCOUNT RETIREMENT PLAN,BOARD OF TRUSTEES METRO-ILA INDIVIDUAL ACCOUNT RETIREMENT PLAN,171406335.00,0.00,171406335.00,100.00
20260820133912NAL0020077201001,ASHLAND INC. MASTER TRUST,ASHLAND INC.,171364047.00,0.00,171364047.00,100.00
20251013120034NAL0000566563001,CRAWFORD & COMPANY SAVINGS & INVESTMENT PLAN,CRAWFORD & COMPANY & SUBSIDIARIES,171253850.00,0.00,171253850.00,100.00
20260415185037NAL0021451984001,BAKER & MCKENZIE ILLINOIS PROFIT SHARING AND 401K PLAN,BAKER & MCKENZIE LLP,209121918.00,38024815.00,171097103.00,82.00
20260706121307NAL0015542611001,THE MASTER TRUST AGREEMENT FOR THE TIMKEN COMPANY DEFINED CONTRIBUTION PLANS,THE TIMKEN COMPANY,170974784.00,0.00,170974784.00,100.00
20251009163906NAL0006916161001,"DAIKIN AMERICA, INC. 401(K) SAVINGS AND RETIREMENT PLAN","DAIKIN AMERICA, INC.",170895427.00,0.00,170895427.00,100.00
20260205155212NAL0002631475001,SPRINGFIELD COLLEGE DEFINED CONTRIBUTION RETIREMENT PLAN,SPRINGFIELD COLLEGE,170691052.00,0.00,170691052.00,100.00
20250925085110NAL0007463361003,HRSA-ILA ANNUITY & SAVINGS PLAN,BOARD OF TRUSTEES OF THE HRSA-ILA ANNUITY & SAVINGS PLAN,170349737.00,0.00,170349737.00,100.00
20251006120424NAL0002040739001,STANLEY ELECTRIC ASSOCIATES 401K PLAN,STANLEY ELECTRIC HOLDING COMPANY OF AMERICA,169758418.00,0.00,169758418.00,100.00
20251006154900NAL0002231155001,NTEC 401(K) PLAN II,"NAVAJO TRANSITIONAL ENERGY COMPANY, LLC",195607440.00,25977960.00,169629480.00,87.00
20251007174555NAL0002632387001,"SA RECYCLING, LLC 401(K) PROFIT SHARING PLAN","SA RECYCLING, LLC",169626369.00,0.00,169626369.00,100.00
20260717111646NAL0004470867001,CERITY PARTNERS 401(K) PLAN,CERITY PARTNERS MANAGEMENT LLC,169582110.00,0.00,169582110.00,100.00
20260722095223NAL0009319571001,ATLANTIC UNION BANKSHARES CORPORATION 401(K) PROFIT SHARING PLAN,ATLANTIC UNION BANKSHARES CORPORATION,169393834.00,0.00,169393834.00,100.00
20250916081216NAL0001182099001,"BAYHEALTH MEDICAL CENTER, INC. RETIREMENT AND SAVINGS PLAN","BAYHEALTH MEDICAL CENTER, INC.",184512931.00,15151064.00,169361867.00,92.00
20251013165028NAL0001623921001,"FERRERO U.S.A., INC. AND SUBSIDIARIES PROFIT SHARING AND 401(K) PLAN",FERRERO USA INC.,169361595.00,0.00,169361595.00,100.00
20251002050637NAL0000092691001,BEONE MEDICINES 401(K) PLAN,"BEIGENE USA, INC.",220651832.00,51359693.00,169292139.00,77.00
20251009145207NAL0007164177001,WELLSKY CORPORATION 401(K) PLAN,WELLSKY CORPORATION,169238927.00,0.00,169238927.00,100.00
20260625124455NAL0011167120001,NOVA CHEMICALS INC. SAVINGS PLAN FOR U.S. EMPLOYEES,"NOVA CHEMICALS, INC.",169224084.00,0.00,169224084.00,100.00
20250731131307NAL0003088163001,COPPERPOINT INSURANCE CO. 401(K) PLAN,COPPERPOINT INSURANCE COMPANIES,169105957.00,0.00,169105957.00,100.00
20251001085117NAL0013963152001,THE CAPCO 401(K) PROFIT SHARING PLAN,THE CAPITAL MARKETS COMPANY,168080180.00,0.00,168080180.00,100.00
20251010162508NAL0004788211001,HEI HOTELS AND RESORTS 401(K) PLAN,MERRITT HOSPITALITY LLC,168024502.00,0.00,168024502.00,100.00
20260715112022NAL0002889361001,GENEDX HOLDINGS CORP. 401(K) PLAN,GENEDX HOLDINGS CORP.,167861541.00,0.00,167861541.00,100.00
20251014110942NAL0003728048003,"S.C. JOHNSON & SON, INC. EMPLOYEES DEFERRED PROFIT SHARING AND SAVINGS PLAN","S.C. JOHNSON & SON, INC.",167697765.00,0.00,167697765.00,100.00
20260713111031NAL0000084403001,RETIREMENT SAVINGS PLAN FOR EMPLOYEES OF SEACOAST NATIONAL BANK,SEACOAST NATIONAL BANK,167639195.00,0.00,167639195.00,100.00
20260402132258NAL0001180995001,"SHORT-ELLIOTT-HENDRICKSON, INC. PROFIT SHARING AND 401(K) PLAN","SHORT-ELLIOTT-HENDRICKSON, INC.",203930960.00,36342629.00,167588331.00,82.00
