sponsor_ein,plan_number,plan_year,sponsor,plan_name,sponsor_plan_key,issuer_name,investment_description,asset_type,morningstar_ticker,par_value,cost,current_value,units_or_shares,page_number,row_id,confidence
,001,2024,,Fidelity401K 5500,,,BAIRD INTER BOND FDINSTL CL,Corporate Bond,,,,"160,660",,35,28,
,001,2024,,Fidelity401K 5500,,,BAIRD MID CAPINVESTORS CLASS SHS,Other,,,,"1,106",,35,29,
,001,2024,,Fidelity401K 5500,,,BAIRD ULTRA SHORTBOND FUND INSTL,Corporate Bond,,,,"17,346",,35,30,
,001,2024,,Fidelity401K 5500,,,BANKS ULTRA SECTORPRO FUND INVESTOR,Mutual Fund,,,,"38,287",,35,31,
,001,2024,,Fidelity401K 5500,,,BARON OPPORTUNITYFUND,Mutual Fund,,,,"682,404",,35,32,
,001,2024,,Fidelity401K 5500,,,BARON ASSET,Other,,,,"69,467",,35,33,
,001,2024,,Fidelity401K 5500,,,BARON ASSET FUNDINSTL CLASS,Mutual Fund,,,,"5,500",,35,34,
,001,2024,,Fidelity401K 5500,,,BARON DISCOVERY FUNDINSTL SHARES,Mutual Fund,,,,"3,226",,35,35,
,001,2024,,Fidelity401K 5500,,,BARON DISCOVERY FUNDRETAIL SHARES,Mutual Fund,,,,"141,668",,35,36,
,001,2024,,Fidelity401K 5500,,,BARON DURABLEADVANTAGE FD INSTL,Other,,,,"84,918",,35,37,
,001,2024,,Fidelity401K 5500,,,BARON DURABLEADVANTAGE FD RETAIL,Other,,,,"177,205",,35,38,
,001,2024,,Fidelity401K 5500,,,BARON EMERGINGMARKETS FUND RETAIL,Mutual Fund,,,,"13,646",,35,39,
,001,2024,,Fidelity401K 5500,,,BARON FIFTH AVENUEGROWTH FUND,Mutual Fund,,,,"18,192",,35,40,
,001,2024,,Fidelity401K 5500,,,BARON FINTECH FUNDINSTL,Mutual Fund,,,,"9,108",,35,41,
,001,2024,,Fidelity401K 5500,,,BARON FOCUSED GROWTHFUND,Mutual Fund,,,,"268,987",,35,42,
,001,2024,,Fidelity401K 5500,,,BARON GLOBALADVANTAGE FD INTSL,Other,,,,"8,569",,35,43,
,001,2024,,Fidelity401K 5500,,,BARON GLOBALADVANTAGE FD RETAIL,Other,,,,"175,350",,35,44,
,001,2024,,Fidelity401K 5500,,,BARON GROWTH,Other,,,,"63,339",,35,45,
,001,2024,,Fidelity401K 5500,,,BARON GROWTH FUNDINSTL CLASS,Mutual Fund,,,,"15,215",,35,46,
,001,2024,,Fidelity401K 5500,,,BARON HEALTH CARE FDRETAIL,Other,,,,"38,176",,35,47,
,001,2024,,Fidelity401K 5500,,,BARON INTERNATIONALGROWTH FUND INSTL CL,Mutual Fund,,,,"1,270",,35,48,
,001,2024,,Fidelity401K 5500,,,BARON PARTNERS FUND,Mutual Fund,,,,"2,995,805",,35,49,
,001,2024,,Fidelity401K 5500,,,BARON REAL ESTATEFUND INSTITUTIONAL,Real Estate,,,,"91,570",,36,1,
,001,2024,,Fidelity401K 5500,,,BARON REAL ESTATEFUND RETAIL,Real Estate,,,,"573,399",,36,2,
,001,2024,,Fidelity401K 5500,,,BARON SMALL CAP FD,Other,,,,"142,525",,36,3,
,001,2024,,Fidelity401K 5500,,,BARON SMALL CAP FUNDINSTL CLASS,Mutual Fund,,,,876,,36,4,
,001,2024,,Fidelity401K 5500,,,BARON WEALTHBUILDERFUND RETAIL,Mutual Fund,,,,"183,173",,36,5,
,001,2024,,Fidelity401K 5500,,,BEAR PRO FUNDINVESTORS SHARES,Mutual Fund,,,,"24,831",,36,6,
,001,2024,,Fidelity401K 5500,,,"BECK, MACK & OLIVERPARTNERS FUND",Mutual Fund,,,,"14,338",,36,7,
,001,2024,,Fidelity401K 5500,,,BECKER VALUE EQUITY,Other,,,,"125,649",,36,8,
,001,2024,,Fidelity401K 5500,,,BERKSHIRE FOCUS FUND,Mutual Fund,,,,"616,593",,36,9,
,001,2024,,Fidelity401K 5500,,,BIOTECHNOLOGY ULTRASECTOR PRO FD INVS,Other,,,,"520,331",,36,10,
,001,2024,,Fidelity401K 5500,,,BITCOIN STRATEGY FDINVESTOR,Other,,,,"55,055,993",,36,11,
,001,2024,,Fidelity401K 5500,,,BLACK OAK EMERGINGTECHNOLOGY FUND,Mutual Fund,,,,"2,354",,36,12,
,001,2024,,Fidelity401K 5500,,,BLACKROCK 20/80TARGET ALLOC FD CL A,Mutual Fund,,,,"4,909",,36,13,
,001,2024,,Fidelity401K 5500,,,BLACKROCK 80/20TARGET ALLOC FD CL A,Mutual Fund,,,,"8,915",,36,14,
,001,2024,,Fidelity401K 5500,,,BLACKROCK ADVANTAGESM CAP GROWTH INV A,Mutual Fund,,,,"27,883",,36,15,
,001,2024,,Fidelity401K 5500,,,BLACKROCK ADVANTAGESMALL CAP CORE INV A,Mutual Fund,,,,"3,500",,36,16,
,001,2024,,Fidelity401K 5500,,,BLACKROCK COMMODITYSTRATEGIES FUND CL A,Mutual Fund,,,,"18,113",,36,17,
,001,2024,,Fidelity401K 5500,,,BLACKROCK EMERGINGMARKETS FD INC A,Mutual Fund,,,,"38,967",,36,18,
,001,2024,,Fidelity401K 5500,,,BLACKROCK EMERGINGMARKETS FD INC INSL,Mutual Fund,,,,"15,179",,36,19,
,001,2024,,Fidelity401K 5500,,,BLACKROCK ENERGYOPPORTUNITIES CL A,Mutual Fund,,,,"200,270",,36,20,
,001,2024,,Fidelity401K 5500,,,BLACKROCK EQUITYDIVIDEND FD-INSTL,Mutual Fund,,,,"77,540",,36,21,
,001,2024,,Fidelity401K 5500,,,BLACKROCK EVENTDRIVEN EQUITY FUND A,Mutual Fund,,,,"11,670",,36,22,
,001,2024,,Fidelity401K 5500,,,BLACKROCK GLOBALALLOCATION CL A,Mutual Fund,,,,"22,476",,36,23,
,001,2024,,Fidelity401K 5500,,,BLACKROCK GLOBALLONG/SHORT CREDIT A,Mutual Fund,,,,"5,344",,36,24,
,001,2024,,Fidelity401K 5500,,,BLACKROCK HEALTHSCIENCES OPP PRT A,Mutual Fund,,,,"395,835",,36,25,
,001,2024,,Fidelity401K 5500,,,BLACKROCK HIGHEQUITY INCOME CL A,Mutual Fund,,,,"21,546",,36,26,
,001,2024,,Fidelity401K 5500,,,BLACKROCK INCOMEFUND INVESTOR A,Mutual Fund,,,,"46,730",,36,27,
,001,2024,,Fidelity401K 5500,,,BLACKROCK LIFEPATHDYNAMIC 2050 CL A,Mutual Fund,,,,272,,36,28,
,001,2024,,Fidelity401K 5500,,,BLACKROCK LIFEPATHDYNAMIC 2055 CL A,Mutual Fund,,,,724,,36,29,
,001,2024,,Fidelity401K 5500,,,BLACKROCK MANAGEDINCOME INVESTOR A,Mutual Fund,,,,"31,346",,36,30,
,001,2024,,Fidelity401K 5500,,,BLACKROCK MID CAPGROWTH EQUITY CL A,Mutual Fund,,,,"171,039",,36,31,
,001,2024,,Fidelity401K 5500,,,BLACKROCK MID CAPVALUE FUND CL A,Mutual Fund,,,,"186,264",,36,32,
,001,2024,,Fidelity401K 5500,,,BLACKROCK MULTIASSET INCOME PORT A,Mutual Fund,,,,"182,735",,36,33,
,001,2024,,Fidelity401K 5500,,,BLACKROCK NATURALRESOURCES TR CL A,Mutual Fund,,,,"3,874",,36,34,
,001,2024,,Fidelity401K 5500,,,BLACKROCK STRATEGICINC OPP PORT CL A,Mutual Fund,,,,"1,143",,36,35,
,001,2024,,Fidelity401K 5500,,,BLACKROCK STRATEGICINCOME OPPRTSI INSTL,Mutual Fund,,,,"381,422",,36,36,
,001,2024,,Fidelity401K 5500,,,BLACKROCK SYSTEMATICMULTI STRAT INV A,Mutual Fund,,,,"8,917",,36,37,
,001,2024,,Fidelity401K 5500,,,BLACKROCK TACTICALOPPORTUNITIES CL A,Mutual Fund,,,,"21,387",,36,38,
,001,2024,,Fidelity401K 5500,,,BLACKROCK TECHNOLOGYOPPORTUNITIES CL A,Mutual Fund,,,,"1,535,705",,36,39,
,001,2024,,Fidelity401K 5500,,,BLACKROCK TECHNOLOGYOPPORTUNITIES SVS,Mutual Fund,,,,"123,286",,36,40,
,001,2024,,Fidelity401K 5500,,,BLACKROCK TOTALRETURN FUND CL A,Mutual Fund,,,,"6,348",,36,41,
,001,2024,,Fidelity401K 5500,,,BLACKROCK UNCONSTRAINED EQUITY INV A,Mutual Fund,,,,"1,642",,36,42,
,001,2024,,Fidelity401K 5500,,,BLACKROCKINTERNATIONAL FD A,Mutual Fund,,,,"20,177",,36,43,
,001,2024,,Fidelity401K 5500,,,BNY MELLON DYNAMICTOTAL RETURN A,Other,,,,"2,576",,36,44,
,001,2024,,Fidelity401K 5500,,,BNY MELLON DYNAMICVALUE A,Other,,,,"128,473",,36,45,
,001,2024,,Fidelity401K 5500,,,BNY MELLON EQUITYINCOME A,Other,,,,398,,36,46,
,001,2024,,Fidelity401K 5500,,,BNY MELLON GLOBALFIXED INCOME I,Other,,,,"65,279",,36,47,
,001,2024,,Fidelity401K 5500,,,BNY MELLON GLOBALREAL RETURN A,Other,,,,"2,562",,36,48,
,001,2024,,Fidelity401K 5500,,,BNY MELLON INTLSTOCK A,Common Stock,,,,"91,246",,36,49,
,001,2024,,Fidelity401K 5500,,,BNY MELLON LARGE CAPSECURITIES FUND INC,Mutual Fund,,,,"379,438",,37,1,
,001,2024,,Fidelity401K 5500,,,BNY MELLON MIDCAPINDEX INVESTOR,Other,,,,"41,927",,37,2,
,001,2024,,Fidelity401K 5500,,,BNY MELLON NATURALRESOURCES A,Other,,,,"91,896",,37,3,
,001,2024,,Fidelity401K 5500,,,BNY MELLON S&P 500INDEX FUND,Mutual Fund,,,,"4,342",,37,4,
,001,2024,,Fidelity401K 5500,,,BNY MELLON SMALL MIDCAP GROWTH A,Other,,,,"112,144",,37,5,
,001,2024,,Fidelity401K 5500,,,BNY MELLON SMALLCAPSTOCK INDEX INVESTOR,Common Stock,,,,"189,940",,37,6,
,001,2024,,Fidelity401K 5500,,,BNY MELLON WORLDWIDEGROWTH A,Other,,,,"4,983",,37,7,
,001,2024,,Fidelity401K 5500,,,BNY MELLONAPPRECIATION INVSTR,Other,,,,"8,037",,37,8,
,001,2024,,Fidelity401K 5500,,,BNY MELLONTECHNOLOGY GROWTH A,Other,,,,"49,709",,37,9,
,001,2024,,Fidelity401K 5500,,,BOSTON PARTNERS LONGSHORT RESEARCH INVS,Other,,,,"5,155",,37,10,
,001,2024,,Fidelity401K 5500,,,BOSTON PARTNERSALL CAP VALUE INSTL,Other,,,,"72,142",,37,11,
,001,2024,,Fidelity401K 5500,,,BOSTON PARTNERSALL CAP VALUE INVS,Other,,,,"151,109",,37,12,
,001,2024,,Fidelity401K 5500,,,BOSTON PARTNERSLONG SHORT EQ INVS,Other,,,,215,,37,13,
,001,2024,,Fidelity401K 5500,,,BOSTON PARTNERSSM CAP VALUE II INST,Other,,,,"124,514",,37,14,
,001,2024,,Fidelity401K 5500,,,BOSTON TRUST WALDENSMALL CAP FUND,Mutual Fund,,,,"28,572",,37,15,
,001,2024,,Fidelity401K 5500,,,BRANDES EMERGINGMKTS VALUE I,Other,,,,"105,330",,37,16,
,001,2024,,Fidelity401K 5500,,,BRANDES INTL SMALLCAP EQUITY I,Other,,,,"42,571",,37,17,
,001,2024,,Fidelity401K 5500,,,BRANDYWINEGLOBALGLOBAL FLEX INCOME I,Other,,,,"6,220",,37,18,
,001,2024,,Fidelity401K 5500,,,BRIDGEWAY SMALL CAPVALUE FUND CL N,Mutual Fund,,,,"68,127",,37,19,
,001,2024,,Fidelity401K 5500,,,BRIDGEWAY ULTRASMALL CO MARKET,Other,,,,"17,299",,37,20,
,001,2024,,Fidelity401K 5500,,,BROWN ADVISORY SMALLCAP FUNDMNTL VAL ADV,Mutual Fund,,,,"93,696",,37,21,
,001,2024,,Fidelity401K 5500,,,BROWN ADVISORY SMALLCAP GROWTH ADVISOR,Other,,,,390,,37,22,
,001,2024,,Fidelity401K 5500,,,BROWN ADVISORY WMCSTRAT EUROPN EQ INVS,Other,,,,"6,091",,37,23,
,001,2024,,Fidelity401K 5500,,,BROWN ADVISORYSUSTAIN GROWTH ADV,Other,,,,"60,968",,37,24,
,001,2024,,Fidelity401K 5500,,,BROWN ADVISORYSUSTAIN GROWTH INV,Other,,,,"46,402",,37,25,
,001,2024,,Fidelity401K 5500,,,BROWN INTERNATIONALSMALL COMPANY INSTL,Other,,,,"2,418",,37,26,
,001,2024,,Fidelity401K 5500,,,BROWN INTERNATIONALSMALL COMPANY INVEST,Other,,,,"57,229",,37,27,
,001,2024,,Fidelity401K 5500,,,BUFFALO BLUE CHIPGROWTH,Other,,,,"2,916",,37,28,
,001,2024,,Fidelity401K 5500,,,BUFFALO EARLY STAGEGROWTH FUND,Mutual Fund,,,,"5,852",,37,29,
,001,2024,,Fidelity401K 5500,,,BUFFALO FLEXIBLEALLOCATION FUND,Mutual Fund,,,,"16,551",,37,30,
,001,2024,,Fidelity401K 5500,,,BUFFALO GROWTH ANDINCOME FUND,Mutual Fund,,,,"7,424",,37,31,
,001,2024,,Fidelity401K 5500,,,BUFFALO HIGH YIELD,Other,,,,"53,155",,37,32,
,001,2024,,Fidelity401K 5500,,,BUFFALO MID CAPDISCOVERY,Other,,,,"39,399",,37,33,
,001,2024,,Fidelity401K 5500,,,BUFFALO MID CAPGROWTH,Other,,,,"1,329",,37,34,
,001,2024,,Fidelity401K 5500,,,BUFFALO SMALL CAPGROWTH,Other,,,,"104,919",,37,35,
,001,2024,,Fidelity401K 5500,,,BUFFALOINTERNATIONAL FUND,Mutual Fund,,,,"12,968",,37,36,
,001,2024,,Fidelity401K 5500,,,BULL PRO FUNDINVESTORS SHARES,Mutual Fund,,,,"11,103",,37,37,
,001,2024,,Fidelity401K 5500,,,CALAMOS ANTETOKOUNMPSUSTAIN EQUITY A,Other,,,,"5,127",,37,38,
,001,2024,,Fidelity401K 5500,,,CALAMOS EVOLVINGWORLD GROWTH CL A,Other,,,,"36,084",,37,39,
,001,2024,,Fidelity401K 5500,,,CALAMOS HEDGEDEQUITY INCOME CL A,Other,,,,"9,087",,37,40,
,001,2024,,Fidelity401K 5500,,,CALAMOS HEDGEDEQUITY INCOME CL I,Other,,,,"22,575",,37,41,
,001,2024,,Fidelity401K 5500,,,CALAMOS MARKETNEUTRAL INCOME CL A,Other,,,,"90,018",,37,42,
,001,2024,,Fidelity401K 5500,,,CALAMOS TIMPANI SMCAP GR FD CL A,Other,,,,"1,840",,37,43,
,001,2024,,Fidelity401K 5500,,,CALVERT BALANCEDFUND CLASS A,Mutual Fund,,,,"29,561",,37,44,
,001,2024,,Fidelity401K 5500,,,CALVERT BOND FUNDCLASS A,Corporate Bond,,,,"29,765",,37,45,
,001,2024,,Fidelity401K 5500,,,CALVERT CORE BONDFUND CL A,Corporate Bond,,,,"11,831",,37,46,
,001,2024,,Fidelity401K 5500,,,CALVERT CORE BONDFUND CL I,Corporate Bond,,,,"51,920",,37,47,
,001,2024,,Fidelity401K 5500,,,CALVERT EMERGINGMARKETS EQUITY CL A,Other,,,,"24,643",,37,48,
,001,2024,,Fidelity401K 5500,,,CALVERT EQUITYFUND CLASS A,Mutual Fund,,,,"45,594",,37,49,
,001,2024,,Fidelity401K 5500,,,CALVERT GLOBAL WATERFUND CL A,Mutual Fund,,,,"172,477",,37,50,
,001,2024,,Fidelity401K 5500,,,CALVERT GLOBALENERGY SOLUTIONS A,Other,,,,"12,875",,38,1,
,001,2024,,Fidelity401K 5500,,,CALVERT INCOME FUNDCLASS A,Mutual Fund,,,,"29,804",,38,2,
,001,2024,,Fidelity401K 5500,,,CALVERT INTL EQUITYCLASS I,Other,,,,"45,755",,38,3,
,001,2024,,Fidelity401K 5500,,,CALVERT INTRNTLRESPBL INDEX A,Other,,,,"14,827",,38,4,
,001,2024,,Fidelity401K 5500,,,CALVERT SMALL CAPCL A,Other,,,,"26,706",,38,5,
,001,2024,,Fidelity401K 5500,,,CALVERT U.S. LRG CAPCORE RESPNSBL INDX A,Other,,,,"46,233",,38,6,
,001,2024,,Fidelity401K 5500,,,CALVERT ULTRA SHORTDURATION INCOME CL A,Other,,,,"57,163",,38,7,
,001,2024,,Fidelity401K 5500,,,CALVERT US MID CAPCORE RSPNSBL INDEX A,Other,,,,"373,137",,38,8,
,001,2024,,Fidelity401K 5500,,,CAMBIAR OPPORTUNITYINVESTOR CL,Other,,,,"6,286",,38,9,
,001,2024,,Fidelity401K 5500,,,CAMBIAR SMID 30 FUNDINVESTOR CL,Mutual Fund,,,,"13,652",,38,10,
,001,2024,,Fidelity401K 5500,,,CAMPBELL SYSTEMATICMACRO FUND CL A,Mutual Fund,,,,"12,568",,38,11,
,001,2024,,Fidelity401K 5500,,,CANTOR FITZGERALDHIGH INCOME A,Other,,,,"3,770",,38,12,
,001,2024,,Fidelity401K 5500,,,CARILLON CLARIVESTINTERNATIONAL STK I,Other,,,,"1,263",,38,13,
,001,2024,,Fidelity401K 5500,,,CARILLON REAMS COREPLUS BOND CL I,Corporate Bond,,,,"7,925",,38,14,
,001,2024,,Fidelity401K 5500,,,CARILLON SCOUT MIDCAP FUND CL I,Mutual Fund,,,,"113,627",,38,15,
,001,2024,,Fidelity401K 5500,,,CARLYLE TACTICALPRIVATE CREDIT N,Other,,,,"93,465",,38,16,
,001,2024,,Fidelity401K 5500,,,CASCADE PRIVATECAPITAL FUND INSTL,Mutual Fund,,,,"224,344",,38,17,
,001,2024,,Fidelity401K 5500,,,CATALYST INSIDERINCOME FUND CL I,Mutual Fund,,,,"3,009",,38,18,
,001,2024,,Fidelity401K 5500,,,CATALYST MILLBURNHEDGE STRTGY FD CL I,Other,,,,"10,603",,38,19,
,001,2024,,Fidelity401K 5500,,,CATALYST SYSTEMATICALPHA FD CL I,Other,,,,"20,574",,38,20,
,001,2024,,Fidelity401K 5500,,,CAUSEWAY EMERGINGMRKTS FD INV CL,Other,,,,"77,136",,38,21,
,001,2024,,Fidelity401K 5500,,,CAUSEWAY INTERNATNALVALUE INSTL,Other,,,,"178,676",,38,22,
,001,2024,,Fidelity401K 5500,,,CAUSEWAY INTERNATNALVALUE INVESTOR,Other,,,,"6,699",,38,23,
,001,2024,,Fidelity401K 5500,,,CAUSEWAY INTERNL SMCAP INVESTOR FD,Other,,,,"31,777",,38,24,
,001,2024,,Fidelity401K 5500,,,CENTRE AMERICANSELECT EQUITY INSTL,Other,,,,"12,142",,38,25,
,001,2024,,Fidelity401K 5500,,,CENTRE AMERICANSELECT EQUITY INVSTR,Other,,,,"66,554",,38,26,
,001,2024,,Fidelity401K 5500,,,CENTRE GLOBALINFRASTRUCTURE INSTL,Other,,,,128,,38,27,
,001,2024,,Fidelity401K 5500,,,CHAMPLAIN MID CAPADVISOR SHARE,Other,,,,"254,960",,38,28,
,001,2024,,Fidelity401K 5500,,,CHAMPLAIN MID CAPCLASS I,Other,,,,"26,098",,38,29,
,001,2024,,Fidelity401K 5500,,,CHESAPEAKE COREGROWTH FUND,Mutual Fund,,,,"2,020",,38,30,
,001,2024,,Fidelity401K 5500,,,CITY NATIONALROCHDALE EQTY INC N,Other,,,,"21,214",,38,31,
,001,2024,,Fidelity401K 5500,,,CLARKSTON PARTNERSFUND CL I,Mutual Fund,,,,"2,480,826",,38,32,
,001,2024,,Fidelity401K 5500,,,CLEARBRIDGE DIVIDENDSTRATEGY FUND I,Mutual Fund,,,,"6,387",,38,33,
,001,2024,,Fidelity401K 5500,,,CLEARBRIDGE GROWTHFUND A,Mutual Fund,,,,"56,049",,38,34,
,001,2024,,Fidelity401K 5500,,,CLEARBRIDGE INTERN'TGROWTH FD CL A,Other,,,,"151,778",,38,35,
,001,2024,,Fidelity401K 5500,,,CLEARBRIDGE INTERN'TGROWTH FD CL I,Other,,,,"24,299",,38,36,
,001,2024,,Fidelity401K 5500,,,CLEARBRIDGE SELECTFUND CL A,Mutual Fund,,,,"283,685",,38,37,
,001,2024,,Fidelity401K 5500,,,CLEARBRIDGE SELECTFUND I,Mutual Fund,,,,"8,517",,38,38,
,001,2024,,Fidelity401K 5500,,,CLEARBRIDGE SMALLCAP FUND CLASS A,Mutual Fund,,,,"10,966",,38,39,
,001,2024,,Fidelity401K 5500,,,CLEARBRIDGE SMALLCAP FUND CLASS I,Mutual Fund,,,,"1,154",,38,40,
,001,2024,,Fidelity401K 5500,,,CLEARBRIDGEAPPRECIATION CLASS I,Other,,,,722,,38,41,
,001,2024,,Fidelity401K 5500,,,CLEARBRIDGELARGE CAP GROWTH A,Other,,,,"78,436",,38,42,
,001,2024,,Fidelity401K 5500,,,CLEARBRIDGELARGE CAP VALUE A,Other,,,,417,,38,43,
,001,2024,,Fidelity401K 5500,,,CLEARBRIDGESUSTAINABILITY LDR I,Other,,,,10,,38,44,
,001,2024,,Fidelity401K 5500,,,CLIFFWATER CORPORATELENDING FUND I,Mutual Fund,,,,"644,981",,38,45,
,001,2024,,Fidelity401K 5500,,,COHEN & STEERS GLINFRASTRUCTURE CL I,Other,,,,"93,237",,38,46,
,001,2024,,Fidelity401K 5500,,,COHEN & STEERS INSTLREALTY SHARES,Other,,,,"26,285",,38,47,
,001,2024,,Fidelity401K 5500,,,COHEN & STEERS LOWDUR PREF & INCOME A,Other,,,,"16,049",,38,48,
,001,2024,,Fidelity401K 5500,,,COHEN & STEERS LOWDUR PRFD & INCOME I,Other,,,,"3,083",,38,49,
,001,2024,,Fidelity401K 5500,,,COHEN & STEERS PREFSECURITIES INC A,Other,,,,"110,695",,38,50,
,001,2024,,Fidelity401K 5500,,,COHEN & STEERS PREFSECURITIES INCOME I,Other,,,,"4,281",,39,1,
,001,2024,,Fidelity401K 5500,,,COHEN & STEERS REALESTATE SECURITIES A,Real Estate,,,,"60,146",,39,2,
,001,2024,,Fidelity401K 5500,,,COHEN & STEERSFUTURE OF ENERGY A,Other,,,,"65,026",,39,3,
,001,2024,,Fidelity401K 5500,,,COHEN & STEERSFUTURE OF ENERGY I,Other,,,,"1,269",,39,4,
,001,2024,,Fidelity401K 5500,,,COHEN & STEERSREALTY CLASS A,Other,,,,"139,380",,39,5,
,001,2024,,Fidelity401K 5500,,,COHEN & STEERSREALTY SHARES,Other,,,,"25,651",,39,6,
,001,2024,,Fidelity401K 5500,,,COHEN AND STEERSINTL REALTY INC CL I,Other,,,,"260,179",,39,7,
,001,2024,,Fidelity401K 5500,,,COHEN& STEERS GLBALREALTY CL I,Other,,,,"83,939",,39,8,
,001,2024,,Fidelity401K 5500,,,COLUMBIA ACORNEUROPEAN FUND CL A,Mutual Fund,,,,"28,511",,39,9,
,001,2024,,Fidelity401K 5500,,,COLUMBIA ADAPTIVERISK ALLOCATION CL A,Other,,,,"19,357",,39,10,
,001,2024,,Fidelity401K 5500,,,COLUMBIA ADAPTIVERISK ALLOCATION I2,Other,,,,"25,967",,39,11,
,001,2024,,Fidelity401K 5500,,,COLUMBIA BALANCEDFUND CL A,Mutual Fund,,,,"10,104",,39,12,
,001,2024,,Fidelity401K 5500,,,COLUMBIA BONDFUND CL A,Corporate Bond,,,,"63,942",,39,13,
,001,2024,,Fidelity401K 5500,,,COLUMBIA DISCIPLINEDGROWTH CL A,Other,,,,"17,193",,39,14,
,001,2024,,Fidelity401K 5500,,,COLUMBIA DIVIDENDINCOME CL A,Other,,,,"1,113,037",,39,15,
,001,2024,,Fidelity401K 5500,,,COLUMBIA DIVIDENDINCOME FD CL R,Other,,,,"7,666",,39,16,
,001,2024,,Fidelity401K 5500,,,COLUMBIA DIVIDENDINCOME FUND CL I2,Mutual Fund,,,,"388,718",,39,17,
,001,2024,,Fidelity401K 5500,,,COLUMBIA DIVIDENDOPPORTUNITY CL A,Other,,,,"10,552",,39,18,
,001,2024,,Fidelity401K 5500,,,COLUMBIA EMERGINGMARKETS FUND CL I2,Mutual Fund,,,,"37,712",,39,19,
,001,2024,,Fidelity401K 5500,,,COLUMBIA GLOBAL TECHGROWTH CL A,Other,,,,"780,978",,39,20,
,001,2024,,Fidelity401K 5500,,,COLUMBIA GLOBAL TECHGROWTH CL I,Other,,,,"2,475",,39,21,
,001,2024,,Fidelity401K 5500,,,COLUMBIA GLOBAL TECHGROWTH CL I2,Other,,,,"49,066",,39,22,
,001,2024,,Fidelity401K 5500,,,COLUMBIA GREATERCHINA CL A,Other,,,,"1,448",,39,23,
,001,2024,,Fidelity401K 5500,,,COLUMBIA INTEGRATEDLARGE CAP GROWTH A,Other,,,,"17,594",,39,24,
,001,2024,,Fidelity401K 5500,,,COLUMBIA INTEGRATEDLARGE CAP VALUE FD A,Other,,,,"39,459",,39,25,
,001,2024,,Fidelity401K 5500,,,COLUMBIA LARGE CAPENHANCED CORE CL A,Other,,,,"10,090",,39,26,
,001,2024,,Fidelity401K 5500,,,COLUMBIA MORTGAGEOPPORTUNITIES CL A,Other,,,,"36,851",,39,27,
,001,2024,,Fidelity401K 5500,,,COLUMBIA MORTGAGEOPPORTUNITIES I2 CL,Other,,,,"21,345",,39,28,
,001,2024,,Fidelity401K 5500,,,COLUMBIA OVERSEASVALUE CL I2,Other,,,,"78,932",,39,29,
,001,2024,,Fidelity401K 5500,,,COLUMBIA SELECTGLOBAL EQUITY CL A,Other,,,,"28,982",,39,30,
,001,2024,,Fidelity401K 5500,,,COLUMBIA SELECTLARGE CAP VALUE I2,Other,,,,"74,327",,39,31,
,001,2024,,Fidelity401K 5500,,,COLUMBIA SELIGMANGLOBAL TECHNOLGY A,Other,,,,"422,793",,39,32,
,001,2024,,Fidelity401K 5500,,,COLUMBIA SELIGMANTECH AND INFO CL A,Other,,,,"1,980,014",,39,33,
,001,2024,,Fidelity401K 5500,,,COLUMBIA SELIGMANTECH AND INFO CL I2,Other,,,,"47,057",,39,34,
,001,2024,,Fidelity401K 5500,,,COLUMBIA SHORT-TERMBOND FUND CL I2,Corporate Bond,,,,"28,194",,39,35,
,001,2024,,Fidelity401K 5500,,,COLUMBIA SMALL CAPGROWTH FD CL A,Other,,,,"2,755",,39,36,
,001,2024,,Fidelity401K 5500,,,COLUMBIA SMALL CAPINDEX FUND A,Mutual Fund,,,,"117,284",,39,37,
,001,2024,,Fidelity401K 5500,,,COLUMBIA SMALL CAPVAL I FUND CL A,Mutual Fund,,,,"4,682",,39,38,
,001,2024,,Fidelity401K 5500,,,COLUMBIA STRATEGICINCOME FD CL I,Other,,,,"5,522",,39,39,
,001,2024,,Fidelity401K 5500,,,COLUMBIA STRATEGICINCOME FUND CL I2,Mutual Fund,,,,"53,807",,39,40,
,001,2024,,Fidelity401K 5500,,,COLUMBIA THERMOSTATCL A,Other,,,,"55,907",,39,41,
,001,2024,,Fidelity401K 5500,,,COLUMBIA THERMOSTATFUND CL I2,Mutual Fund,,,,"123,711",,39,42,
,001,2024,,Fidelity401K 5500,,,COMM SVC ULTRASECTPROFD INVESTOR CL,Other,,,,"233,167",,39,43,
,001,2024,,Fidelity401K 5500,,,COMMERCE VALUEINSTITUTIONAL,Other,,,,38,,39,44,
,001,2024,,Fidelity401K 5500,,,COMMONWEALTH NEWZEALAND,Other,,,,"21,678",,39,45,
,001,2024,,Fidelity401K 5500,,,CONESTOGA SMALL CAPINSTITUTIONAL,Other,,,,"1,440",,39,46,
,001,2024,,Fidelity401K 5500,,,CONESTOGA SMALL CAPINVESTOR CLASS,Other,,,,"40,517",,39,47,
,001,2024,,Fidelity401K 5500,,,CONGRESS MID CAPGROWTH RETAIL,Other,,,,"27,291",,39,48,
,001,2024,,Fidelity401K 5500,,,CONGRESS SMALL CAPGROWTH INSTL CL,Other,,,,"6,184",,39,49,
,001,2024,,Fidelity401K 5500,,,CONGRESS SMALL CAPGROWTH RETAIL CLASS,Other,,,,"125,428",,39,50,
,001,2024,,Fidelity401K 5500,,,CREDIT SUISSE COMMODRETURN STRATEGY A,Other,,,,293,,40,1,
