issuer_name,investment_description,asset_type,par_value,cost,current_value,units_or_shares,page_number,row_id,pdf_name,pdf_stem
,AVANTISINTERNATIONAL EQUTIY,,,,"36,061",,35,14,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,AVE MARIA GROWTH,,,,"63,791",,35,15,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,AVE MARIA RISINGDIVIDEND FUND,,,,"249,239",,35,16,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,AVE MARIA VALUE FUND,,,,"80,690",,35,17,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,AVE MARIA WORLDEQUITY FUND,,,,"14,322",,35,18,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,AXONIC STRATEGICINCOME FUND INSTL,,,,"40,259",,35,19,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,AXS CHESAPEAKESTRATEGY I,,,,"8,985",,35,20,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,AXS MARKET NEUTRALFUND INVESTOR,,,,"5,247",,35,21,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,AXS THOMAS REUTERSVENTURE CAPTL INDX I,,,,"49,707",,35,22,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,AZZAD ETHICHAL MIDCAP FUND CL A,,,,"11,822",,35,23,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,BAIRD CORE PLUS BONDFD INVESTOR CL,,,,"6,768",,35,26,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,BAIRD CORE PLUS BONDINSTITUTIONAL,,,,"28,794",,35,27,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,BAIRD INTER BOND FDINSTL CL,,,,"160,660",,35,28,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,BAIRD MID CAPINVESTORS CLASS SHS,,,,"1,106",,35,29,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,BAIRD ULTRA SHORTBOND FUND INSTL,,,,"17,346",,35,30,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,BANKS ULTRA SECTORPRO FUND INVESTOR,,,,"38,287",,35,31,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,BARON OPPORTUNITYFUND,,,,"682,404",,35,32,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,BARON ASSET,,,,"69,467",,35,33,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,BARON ASSET FUNDINSTL CLASS,,,,"5,500",,35,34,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,BARON DISCOVERY FUNDINSTL SHARES,,,,"3,226",,35,35,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,BARON DISCOVERY FUNDRETAIL SHARES,,,,"141,668",,35,36,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,BARON DURABLEADVANTAGE FD INSTL,,,,"84,918",,35,37,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,BARON DURABLEADVANTAGE FD RETAIL,,,,"177,205",,35,38,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,BARON EMERGINGMARKETS FUND RETAIL,,,,"13,646",,35,39,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,BARON FIFTH AVENUEGROWTH FUND,,,,"18,192",,35,40,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,BARON FINTECH FUNDINSTL,,,,"9,108",,35,41,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,BARON FOCUSED GROWTHFUND,,,,"268,987",,35,42,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,BARON GLOBALADVANTAGE FD INTSL,,,,"8,569",,35,43,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,BARON GLOBALADVANTAGE FD RETAIL,,,,"175,350",,35,44,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,BARON GROWTH,,,,"63,339",,35,45,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,BARON GROWTH FUNDINSTL CLASS,,,,"15,215",,35,46,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,BARON HEALTH CARE FDRETAIL,,,,"38,176",,35,47,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,BARON INTERNATIONALGROWTH FUND INSTL CL,,,,"1,270",,35,48,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,BARON PARTNERS FUND,,,,"2,995,805",,35,49,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,BARON REAL ESTATEFUND INSTITUTIONAL,,,,"91,570",,36,1,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,BARON REAL ESTATEFUND RETAIL,,,,"573,399",,36,2,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,BARON SMALL CAP FD,,,,"142,525",,36,3,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,BARON SMALL CAP FUNDINSTL CLASS,,,,876,,36,4,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,BARON WEALTHBUILDERFUND RETAIL,,,,"183,173",,36,5,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,BEAR PRO FUNDINVESTORS SHARES,,,,"24,831",,36,6,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,"BECK, MACK & OLIVERPARTNERS FUND",,,,"14,338",,36,7,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,BECKER VALUE EQUITY,,,,"125,649",,36,8,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,BERKSHIRE FOCUS FUND,,,,"616,593",,36,9,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,BIOTECHNOLOGY ULTRASECTOR PRO FD INVS,,,,"520,331",,36,10,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,BITCOIN STRATEGY FDINVESTOR,,,,"55,055,993",,36,11,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,BLACK OAK EMERGINGTECHNOLOGY FUND,,,,"2,354",,36,12,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,BLACKROCK 20/80TARGET ALLOC FD CL A,,,,"4,909",,36,13,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,BLACKROCK 80/20TARGET ALLOC FD CL A,,,,"8,915",,36,14,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,BLACKROCK ADVANTAGESM CAP GROWTH INV A,,,,"27,883",,36,15,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,BLACKROCK ADVANTAGESMALL CAP CORE INV A,,,,"3,500",,36,16,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,BLACKROCK COMMODITYSTRATEGIES FUND CL A,,,,"18,113",,36,17,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,BLACKROCK EMERGINGMARKETS FD INC A,,,,"38,967",,36,18,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,BLACKROCK EMERGINGMARKETS FD INC INSL,,,,"15,179",,36,19,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,BLACKROCK ENERGYOPPORTUNITIES CL A,,,,"200,270",,36,20,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,BLACKROCK EQUITYDIVIDEND FD-INSTL,,,,"77,540",,36,21,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,BLACKROCK EVENTDRIVEN EQUITY FUND A,,,,"11,670",,36,22,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,BLACKROCK GLOBALALLOCATION CL A,,,,"22,476",,36,23,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,BLACKROCK GLOBALLONG/SHORT CREDIT A,,,,"5,344",,36,24,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,BLACKROCK HEALTHSCIENCES OPP PRT A,,,,"395,835",,36,25,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,BLACKROCK HIGHEQUITY INCOME CL A,,,,"21,546",,36,26,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,BLACKROCK INCOMEFUND INVESTOR A,,,,"46,730",,36,27,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,BLACKROCK LIFEPATHDYNAMIC 2050 CL A,,,,272,,36,28,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,BLACKROCK LIFEPATHDYNAMIC 2055 CL A,,,,724,,36,29,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,BLACKROCK MANAGEDINCOME INVESTOR A,,,,"31,346",,36,30,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,BLACKROCK MID CAPGROWTH EQUITY CL A,,,,"171,039",,36,31,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,BLACKROCK MID CAPVALUE FUND CL A,,,,"186,264",,36,32,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,BLACKROCK MULTIASSET INCOME PORT A,,,,"182,735",,36,33,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,BLACKROCK NATURALRESOURCES TR CL A,,,,"3,874",,36,34,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,BLACKROCK STRATEGICINC OPP PORT CL A,,,,"1,143",,36,35,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,BLACKROCK STRATEGICINCOME OPPRTSI INSTL,,,,"381,422",,36,36,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,BLACKROCK SYSTEMATICMULTI STRAT INV A,,,,"8,917",,36,37,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,BLACKROCK TACTICALOPPORTUNITIES CL A,,,,"21,387",,36,38,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,BLACKROCK TECHNOLOGYOPPORTUNITIES CL A,,,,"1,535,705",,36,39,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,BLACKROCK TECHNOLOGYOPPORTUNITIES SVS,,,,"123,286",,36,40,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,BLACKROCK TOTALRETURN FUND CL A,,,,"6,348",,36,41,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,BLACKROCK UNCONSTRAINED EQUITY INV A,,,,"1,642",,36,42,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,BLACKROCKINTERNATIONAL FD A,,,,"20,177",,36,43,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,BNY MELLON DYNAMICTOTAL RETURN A,,,,"2,576",,36,44,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,BNY MELLON DYNAMICVALUE A,,,,"128,473",,36,45,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,BNY MELLON EQUITYINCOME A,,,,398,,36,46,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,BNY MELLON GLOBALFIXED INCOME I,,,,"65,279",,36,47,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,BNY MELLON GLOBALREAL RETURN A,,,,"2,562",,36,48,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,BNY MELLON INTLSTOCK A,,,,"91,246",,36,49,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,BNY MELLON LARGE CAPSECURITIES FUND INC,,,,"379,438",,37,1,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,BNY MELLON MIDCAPINDEX INVESTOR,,,,"41,927",,37,2,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,BNY MELLON NATURALRESOURCES A,,,,"91,896",,37,3,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,BNY MELLON S&P 500,INDEX FUND,,,"4,342",,37,4,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,BNY MELLON SMALL MIDCAP GROWTH A,,,,"112,144",,37,5,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,BNY MELLON SMALLCAPSTOCK INDEX INVESTOR,,,,"189,940",,37,6,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,BNY MELLON WORLDWIDEGROWTH A,,,,"4,983",,37,7,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,BNY MELLONAPPRECIATION INVSTR,,,,"8,037",,37,8,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,BNY MELLONTECHNOLOGY GROWTH A,,,,"49,709",,37,9,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,BOSTON PARTNERS LONGSHORT RESEARCH INVS,,,,"5,155",,37,10,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,BOSTON PARTNERSALL CAP VALUE INSTL,,,,"72,142",,37,11,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,BOSTON PARTNERSALL CAP VALUE INVS,,,,"151,109",,37,12,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,BOSTON PARTNERSLONG SHORT EQ INVS,,,,215,,37,13,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,BOSTON PARTNERSSM CAP VALUE II INST,,,,"124,514",,37,14,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,BOSTON TRUST WALDENSMALL CAP FUND,,,,"28,572",,37,15,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,BRANDES EMERGINGMKTS VALUE I,,,,"105,330",,37,16,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,BRANDES INTL SMALLCAP EQUITY I,,,,"42,571",,37,17,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,BRANDYWINEGLOBALGLOBAL FLEX INCOME I,,,,"6,220",,37,18,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,BRIDGEWAY SMALL CAPVALUE FUND CL N,,,,"68,127",,37,19,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,BRIDGEWAY ULTRASMALL CO MARKET,,,,"17,299",,37,20,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,BROWN ADVISORY SMALLCAP FUNDMNTL VAL ADV,,,,"93,696",,37,21,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,BROWN ADVISORY SMALLCAP GROWTH ADVISOR,,,,390,,37,22,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,BROWN ADVISORY WMCSTRAT EUROPN EQ INVS,,,,"6,091",,37,23,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,BROWN ADVISORYSUSTAIN GROWTH ADV,,,,"60,968",,37,24,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,BROWN ADVISORYSUSTAIN GROWTH INV,,,,"46,402",,37,25,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,BROWN INTERNATIONALSMALL COMPANY INSTL,,,,"2,418",,37,26,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,BROWN INTERNATIONALSMALL COMPANY INVEST,,,,"57,229",,37,27,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,BUFFALO BLUE CHIPGROWTH,,,,"2,916",,37,28,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,BUFFALO EARLY STAGEGROWTH FUND,,,,"5,852",,37,29,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,BUFFALO FLEXIBLEALLOCATION FUND,,,,"16,551",,37,30,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,BUFFALO GROWTH ANDINCOME FUND,,,,"7,424",,37,31,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,BUFFALO HIGH YIELD,,,,"53,155",,37,32,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,BUFFALO MID CAPDISCOVERY,,,,"39,399",,37,33,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,BUFFALO MID CAPGROWTH,,,,"1,329",,37,34,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,BUFFALO SMALL CAPGROWTH,,,,"104,919",,37,35,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,BUFFALOINTERNATIONAL FUND,,,,"12,968",,37,36,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,BULL PRO FUNDINVESTORS SHARES,,,,"11,103",,37,37,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,CALAMOS ANTETOKOUNMPSUSTAIN EQUITY A,,,,"5,127",,37,38,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,CALAMOS EVOLVINGWORLD GROWTH CL A,,,,"36,084",,37,39,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,CALAMOS HEDGEDEQUITY INCOME CL A,,,,"9,087",,37,40,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,CALAMOS HEDGEDEQUITY INCOME CL I,,,,"22,575",,37,41,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,CALAMOS MARKETNEUTRAL INCOME CL A,,,,"90,018",,37,42,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,CALAMOS TIMPANI SMCAP GR FD CL A,,,,"1,840",,37,43,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,CALVERT BALANCEDFUND CLASS A,,,,"29,561",,37,44,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,CALVERT BOND FUNDCLASS A,,,,"29,765",,37,45,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,CALVERT CORE BONDFUND CL A,,,,"11,831",,37,46,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,CALVERT CORE BONDFUND CL I,,,,"51,920",,37,47,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,CALVERT EMERGINGMARKETS EQUITY CL A,,,,"24,643",,37,48,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,CALVERT EQUITYFUND CLASS A,,,,"45,594",,37,49,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,CALVERT GLOBAL WATERFUND CL A,,,,"172,477",,37,50,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,CALVERT GLOBALENERGY SOLUTIONS A,,,,"12,875",,38,1,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,CALVERT INCOME FUNDCLASS A,,,,"29,804",,38,2,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,CALVERT INTL EQUITYCLASS I,,,,"45,755",,38,3,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,CALVERT INTRNTLRESPBL INDEX A,,,,"14,827",,38,4,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,CALVERT SMALL CAPCL A,,,,"26,706",,38,5,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,CALVERT U.S. LRG CAPCORE RESPNSBL INDX A,,,,"46,233",,38,6,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,CALVERT ULTRA SHORTDURATION INCOME CL A,,,,"57,163",,38,7,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,CALVERT US MID CAPCORE RSPNSBL INDEX A,,,,"373,137",,38,8,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,CAMBIAR OPPORTUNITYINVESTOR CL,,,,"6,286",,38,9,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,CAMBIAR SMID 30 FUNDINVESTOR CL,,,,"13,652",,38,10,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,CAMPBELL SYSTEMATICMACRO FUND CL A,,,,"12,568",,38,11,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,CANTOR FITZGERALDHIGH INCOME A,,,,"3,770",,38,12,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,CARILLON CLARIVESTINTERNATIONAL STK I,,,,"1,263",,38,13,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,CARILLON REAMS COREPLUS BOND CL I,,,,"7,925",,38,14,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,CARILLON SCOUT MIDCAP FUND CL I,,,,"113,627",,38,15,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,CARLYLE TACTICALPRIVATE CREDIT N,,,,"93,465",,38,16,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,CASCADE PRIVATECAPITAL FUND INSTL,,,,"224,344",,38,17,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,CATALYST INSIDERINCOME FUND CL I,,,,"3,009",,38,18,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,CATALYST MILLBURNHEDGE STRTGY FD CL I,,,,"10,603",,38,19,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,CATALYST SYSTEMATICALPHA FD CL I,,,,"20,574",,38,20,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,CAUSEWAY EMERGINGMRKTS FD INV CL,,,,"77,136",,38,21,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,CAUSEWAY INTERNATNALVALUE INSTL,,,,"178,676",,38,22,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,CAUSEWAY INTERNATNALVALUE INVESTOR,,,,"6,699",,38,23,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,CAUSEWAY INTERNL SMCAP INVESTOR FD,,,,"31,777",,38,24,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,CENTRE AMERICANSELECT EQUITY INSTL,,,,"12,142",,38,25,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,CENTRE AMERICANSELECT EQUITY INVSTR,,,,"66,554",,38,26,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,CENTRE GLOBALINFRASTRUCTURE INSTL,,,,128,,38,27,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,CHAMPLAIN MID CAPADVISOR SHARE,,,,"254,960",,38,28,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,CHAMPLAIN MID CAPCLASS I,,,,"26,098",,38,29,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,CHESAPEAKE COREGROWTH FUND,,,,"2,020",,38,30,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,CITY NATIONALROCHDALE EQTY INC N,,,,"21,214",,38,31,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,CLARKSTON PARTNERSFUND CL I,,,,"2,480,826",,38,32,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,CLEARBRIDGE DIVIDENDSTRATEGY FUND I,,,,"6,387",,38,33,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,CLEARBRIDGE GROWTHFUND A,,,,"56,049",,38,34,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,CLEARBRIDGE INTERN'TGROWTH FD CL A,,,,"151,778",,38,35,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,CLEARBRIDGE INTERN'TGROWTH FD CL I,,,,"24,299",,38,36,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,CLEARBRIDGE SELECTFUND CL A,,,,"283,685",,38,37,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,CLEARBRIDGE SELECTFUND I,,,,"8,517",,38,38,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,CLEARBRIDGE SMALLCAP FUND CLASS A,,,,"10,966",,38,39,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,CLEARBRIDGE SMALLCAP FUND CLASS I,,,,"1,154",,38,40,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,CLEARBRIDGEAPPRECIATION CLASS I,,,,722,,38,41,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,CLEARBRIDGELARGE CAP GROWTH A,,,,"78,436",,38,42,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,CLEARBRIDGELARGE CAP VALUE A,,,,417,,38,43,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,CLEARBRIDGESUSTAINABILITY LDR I,,,,10,,38,44,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,CLIFFWATER CORPORATELENDING FUND I,,,,"644,981",,38,45,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,COHEN & STEERS GLINFRASTRUCTURE CL I,,,,"93,237",,38,46,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,COHEN & STEERS INSTLREALTY SHARES,,,,"26,285",,38,47,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,COHEN & STEERS LOWDUR PREF & INCOME A,,,,"16,049",,38,48,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,COHEN & STEERS LOWDUR PRFD & INCOME I,,,,"3,083",,38,49,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,COHEN & STEERS PREFSECURITIES INC A,,,,"110,695",,38,50,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,COHEN & STEERS PREFSECURITIES INCOME I,,,,"4,281",,39,1,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,COHEN & STEERS REALESTATE SECURITIES A,,,,"60,146",,39,2,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,COHEN & STEERSFUTURE OF ENERGY A,,,,"65,026",,39,3,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,COHEN & STEERSFUTURE OF ENERGY I,,,,"1,269",,39,4,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,COHEN & STEERSREALTY CLASS A,,,,"139,380",,39,5,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,COHEN & STEERSREALTY SHARES,,,,"25,651",,39,6,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,COHEN AND STEERSINTL REALTY INC CL I,,,,"260,179",,39,7,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,COHEN& STEERS GLBALREALTY CL I,,,,"83,939",,39,8,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,COLUMBIA ACORNEUROPEAN FUND CL A,,,,"28,511",,39,9,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,COLUMBIA ADAPTIVERISK ALLOCATION CL A,,,,"19,357",,39,10,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,COLUMBIA ADAPTIVERISK ALLOCATION I2,,,,"25,967",,39,11,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,COLUMBIA BALANCEDFUND CL A,,,,"10,104",,39,12,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,COLUMBIA BONDFUND CL A,,,,"63,942",,39,13,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,COLUMBIA DISCIPLINEDGROWTH CL A,,,,"17,193",,39,14,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,COLUMBIA DIVIDENDINCOME CL A,,,,"1,113,037",,39,15,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,COLUMBIA DIVIDENDINCOME FD CL R,,,,"7,666",,39,16,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,COLUMBIA DIVIDENDINCOME FUND CL I2,,,,"388,718",,39,17,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,COLUMBIA DIVIDENDOPPORTUNITY CL A,,,,"10,552",,39,18,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,COLUMBIA EMERGINGMARKETS FUND CL I2,,,,"37,712",,39,19,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,COLUMBIA GLOBAL TECHGROWTH CL A,,,,"780,978",,39,20,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,COLUMBIA GLOBAL TECHGROWTH CL I,,,,"2,475",,39,21,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,COLUMBIA GLOBAL TECHGROWTH CL I2,,,,"49,066",,39,22,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,COLUMBIA GREATERCHINA CL A,,,,"1,448",,39,23,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,COLUMBIA INTEGRATEDLARGE CAP GROWTH A,,,,"17,594",,39,24,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,COLUMBIA INTEGRATEDLARGE CAP VALUE FD A,,,,"39,459",,39,25,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,COLUMBIA LARGE CAPENHANCED CORE CL A,,,,"10,090",,39,26,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,COLUMBIA MORTGAGEOPPORTUNITIES CL A,,,,"36,851",,39,27,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,COLUMBIA MORTGAGEOPPORTUNITIES I2 CL,,,,"21,345",,39,28,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,COLUMBIA OVERSEASVALUE CL I2,,,,"78,932",,39,29,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,COLUMBIA SELECTGLOBAL EQUITY CL A,,,,"28,982",,39,30,Fidelity_401K _5500.pdf,Fidelity_401K _5500
