issuer_name,investment_description,asset_type,par_value,cost,current_value,units_or_shares,page_number,row_id,pdf_name,pdf_stem
,HARBOR DISRUPTIVEINNOVATION FD INST,Mutual Fund,,,"9,816",,50,14,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,HARBOR DISRUPTIVEINNOVATION FD INVSTR,Mutual Fund,,,"3,983",,50,15,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,HARBOR INTL INST,Mutual Fund,,,"83,158",,50,16,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,HARBOR INTL INV,Mutual Fund,,,"15,177",,50,17,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,HARBOR INTLSMCP INST,Mutual Fund,,,"37,653",,50,18,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,HARBOR LARGE CAPVALUE INV CLASS,Mutual Fund,,,"30,798",,50,19,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,HARDING LOEVNER FRNTEMERG MRKTS INVESTOR,Mutual Fund,,,"3,075",,50,20,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,HARDING LOEVNER INTLEQUITY PORT INSTL,Mutual Fund,,,"7,591",,50,21,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,HARDING LOEVNEREMERG MRKTS PORT ADV,Mutual Fund,,,"175,720",,50,22,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,HARTFORD CORE EQUITYCLASS A,Mutual Fund,,,"524,074",,50,23,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,HARTFORD CORE EQUITYCLASS Y,Mutual Fund,,,"346,651",,50,24,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,HARTFORD DIVIDEND &GROWTH CLASS A,Mutual Fund,,,"23,200",,50,25,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,HARTFORD GLOBALIMPACT CL A,Mutual Fund,,,"13,812",,50,26,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,HARTFORD GROWTH OPPTFUND CL Y,Mutual Fund,,,819,,50,27,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,HARTFORD GROWTHOPPORTUNITY CLASS A,Mutual Fund,,,"298,599",,50,28,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,HARTFORD INTL VALUEFUND CLASS Y,Mutual Fund,,,"49,096",,50,29,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,HARTFORD SCHRODEREMERG MKTS EQ CL Y,Mutual Fund,,,"2,273",,50,30,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,HARTFORD SCHRODERSCHINA A FUND CL I,Mutual Fund,,,"17,945",,50,31,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,HARTFORD SCHRODERSCHINA FUND CL A,Mutual Fund,,,"85,398",,50,32,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,HARTFORD SCHRODERSEMRG MRKT EQTY CL A,Mutual Fund,,,"19,689",,50,33,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,HARTFORD SCHRODERSINTL MULT CAP CL I,Mutual Fund,,,"112,481",,50,34,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,HARTFORD SCHRODERSINTL MULTICAP CL A,Mutual Fund,,,"4,060",,50,35,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,HARTFORD SCHRODERSINTL STOCK CL A,Mutual Fund,,,"37,530",,50,36,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,HARTFORD STRATEGICINCOME FUND CL I,Mutual Fund,,,"31,761",,50,37,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,HCM DIVIDEND SECTORPLUS FUND CL A,Mutual Fund,,,10,,50,38,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,HCM DIVIDEND SECTORPLUS FUND INVESTOR,Mutual Fund,,,"48,113",,50,39,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,HEALTH CARE ULTRASECTOR PRO FD INVSTR,Mutual Fund,,,"3,504,801",,50,40,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,HEARTLAND MID CAPVALUE INSTL,Mutual Fund,,,"11,571",,50,41,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,HEARTLAND MID CAPVALUE INVESTOR,Mutual Fund,,,"89,585",,50,42,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,HEARTLAND VALUE,Mutual Fund,,,"85,071",,50,43,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,HENNESSY CORNERSTONEGROWTH FUND INSTL,Mutual Fund,,,"48,304",,50,44,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,HENNESSY CORNERSTONEGROWTH INV CL,Mutual Fund,,,"330,703",,50,45,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,HENNESSY CORNERSTONELARGE GRWTH INV CL,Mutual Fund,,,"17,133",,50,46,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,HENNESSY CORNERSTONEMID CAP 30 INSTL CL,Mutual Fund,,,"77,178",,50,47,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,HENNESSY CORNERSTONEMID CAP 30 INV CL,Mutual Fund,,,"2,416,273",,50,48,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,HENNESSY ENERGYTRANSITION INVESTOR,Mutual Fund,,,"33,577",,50,49,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,HENNESSY FOCUS FUNDINSTITUTIONAL CL,Mutual Fund,,,"335,337",,51,1,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,HENNESSY FOCUS FUNDINVESTOR CLASS,Mutual Fund,,,"213,366",,51,2,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,HENNESSY GAS UTILITYINVESTOR CL,Mutual Fund,,,"124,346",,51,3,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,HENNESSY JAPAN INSTLCL,Mutual Fund,,,"119,252",,51,4,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,HENNESSY JAPAN INVSTCLASS,Mutual Fund,,,"124,357",,51,5,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,HENNESSY JAPAN SMALLCAP CL INSTIT,Mutual Fund,,,"23,828",,51,6,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,HENNESSY JAPAN SMALLCAP INVESTOR CL,Mutual Fund,,,"200,826",,51,7,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,HENNESSY LARGE CAPFINANCIAL CL INST,Mutual Fund,,,20,,51,8,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,HENNESSY LARGE CAPFINANCIAL INVSTR CL,Mutual Fund,,,"19,540",,51,9,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,HENNESSY MIDSTREAMINV,Mutual Fund,,,"156,804",,51,10,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,HENNESSY SMALL CAPFINANCIAL INSTIT CL,Mutual Fund,,,934,,51,11,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,HENNESSY SMALL CAPFINANCIAL INVSTR CL,Mutual Fund,,,"31,575",,51,12,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,HODGES BLUE CHIP EQINCOME FD RETAIL,Mutual Fund,,,728,,51,13,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,HODGES FUND FUNDRETAIL CLASS,Mutual Fund,,,"47,902",,51,14,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,HODGES SMALL CAPFUND RETAIL CLASS,Mutual Fund,,,"41,976",,51,15,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,HODGES SMALL CAPINSTITUTIONAL CL,Mutual Fund,,,"3,841",,51,16,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,HOOD RIVER SMALL CAPGROWTH FUND INSTL,Mutual Fund,,,"114,012",,51,17,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,HORIZON MULTI FACTORU.S. EQUITY ADVISOR,Mutual Fund,,,107,,51,18,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,HOTCHKIS & WILEY MIDCAP VALUE CL A,Mutual Fund,,,348,,51,19,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,HOTCHKIS & WILEYHIGH YIELD FUND CL A,Mutual Fund,,,"3,922",,51,20,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,HOTCHKIS & WILEYSMALL CAP VALUE CL A,Mutual Fund,,,"24,242",,51,21,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,HOTCHKIS & WILEYSML CAP DIV VAL I,Mutual Fund,,,"35,786",,51,22,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,HOTCHKIS & WILEYVALUE OPP CLASS A,Mutual Fund,,,"165,754",,51,23,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,HUBER CAPITAL EQUITYINCOME FUND INSTL,Mutual Fund,,,"39,844",,51,24,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,HUBER CAPITAL EQUITYINCOME FUND INVESTOR,Mutual Fund,,,325,,51,25,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,HUSSMAN STRATEGICMARKET CYCLE,Mutual Fund,,,"66,986",,51,26,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,ICON CONSUMERSELECT FUND INSTL,Mutual Fund,,,"29,535",,51,27,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,ICON EQUITY FUNDINVESTOR,Mutual Fund,,,387,,51,28,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,ICON HEALTH ANDINFORM TECH INSTL,Mutual Fund,,,"63,949",,51,29,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,ICON NATURAL RESAND INFRA FUND INSTL,Mutual Fund,,,"118,749",,51,30,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,IDX RISK MANAGEDBITCOIN FUND I,Mutual Fund,,,"10,029",,51,31,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,IMAN FUND RETAILSHARES,Mutual Fund,,,"66,473",,51,32,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,IMPAX ELLEVATE GLBLWOMENS LDERSP INV,Mutual Fund,,,469,,51,33,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,IMPAX GLOBAL ENVIRONMARKETS INVESTOR,Mutual Fund,,,"61,471",,51,34,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,IMPAX GLOBAL SUSTAININFRASTRUCTURE INSTL,Mutual Fund,,,224,,51,35,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,IMPAX LARGE CAP FDINVESTOR,Mutual Fund,,,10,,51,36,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,IMPAX SMALL CAPFD INVESTOR CL,Mutual Fund,,,"10,409",,51,37,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,IMPAX SUSTAINABLEALLOCATION INVESTOR,Mutual Fund,,,"249,301",,51,38,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,IMPAX US SUSTAINABLEECONOMY INSTL,Mutual Fund,,,"75,977",,51,39,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,INDUSTRIALS ULTRASECTOR PRO FDS -INV,Mutual Fund,,,"4,333",,51,40,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,INTERNET ULTRASECTORPRO FD INVESTOR,Mutual Fund,,,"69,214",,51,41,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,INTREPID CAPITALFUND INVESTOR CLASS,Mutual Fund,,,3,,51,42,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,INTREPID INCOMEFUND INSTITUTIONAL,Mutual Fund,,,"211,091",,51,43,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,INVENOMIC INSTL CL,Mutual Fund,,,"474,755",,51,44,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,INVENOMIC INVESTORCLASS,Mutual Fund,,,"86,037",,51,45,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,INVESCO FLOATINGRATE ESG CLASS A,Mutual Fund,,,"38,551",,51,46,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,INVESCO COMSTOCKFUND CL A,Mutual Fund,,,162,,51,47,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,INVESCO COMSTOCKSELECT A,Mutual Fund,,,36,,51,48,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,INVESCO CORE BOND A,Mutual Fund,,,"24,507",,51,49,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,INVESCO CORPORATEBOND FUND CL A,Mutual Fund,,,"65,266",,51,50,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,INVESCO DIVERSIFIEDDIVIDEND CLASS A,Mutual Fund,,,"53,708",,52,1,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,INVESCO DIVERSIFIEDDIVIDEND FUND CL R5,Mutual Fund,,,"4,959",,52,2,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,INVESCO DIVIDENDINCOME FUND A,Mutual Fund,,,"12,953",,52,3,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,INVESCO ENERGY CLASSA,Mutual Fund,,,"74,674",,52,4,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,INVESCO EQUALLYWEIGHTED S&P 500 A,Mutual Fund,,,"294,033",,52,5,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,INVESCO EQV EUROPEANEQUITY CLASS A,Mutual Fund,,,"9,062",,52,6,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,INVESCO GLOBAL A,Mutual Fund,,,"1,874",,52,7,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,INVESCO GLOBALOPPORTUNITIES A,Mutual Fund,,,"122,249",,52,8,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,INVESCO GLOBALOPPORTUNITIES R,Mutual Fund,,,"10,485",,52,9,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,INVESCO GOLD & SPECMINERALS A,Mutual Fund,,,"1,469,365",,52,10,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,INVESCO GREATERCHINA CLASS A,Mutual Fund,,,"3,182",,52,11,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,INVESCO INTL SMALLMID COMPANY A,Mutual Fund,,,"279,655",,52,12,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,INVESCO S&P 500INDEX CLASS A,Mutual Fund,,,"158,600",,52,13,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,INVESCO SENIORFLOATING RATE A,Mutual Fund,,,"36,444",,52,14,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,INVESCO SMALL CAPVALUE FUND CL A,Mutual Fund,,,741,,52,15,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,INVESCO STEELPATHMLP ALPHA A,Mutual Fund,,,645,,52,16,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,INVESCO STEELPATHMLP ALPHA PLUS A,Mutual Fund,,,"34,689",,52,17,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,INVESCO STEELPATHMLP INCOME A,Mutual Fund,,,"782,594",,52,18,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,INVESCO STEELPATHMLP SELECT 40 A,Mutual Fund,,,"9,538",,52,19,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,INVESCO SUMMITCLASS A,Mutual Fund,,,584,,52,20,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,INVESCO TECHNOLOGYCLASS A,Mutual Fund,,,"22,696",,52,21,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,INVESCO VALUEOPPORTUNITIES FUND A,Mutual Fund,,,202,,52,22,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,IRONCLAD MANAGEDRISK FUND,Mutual Fund,,,"6,225",,52,23,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,ISHARES S&P 500INDEX INSTITUTIONAL,Mutual Fund,,,"174,249",,52,24,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,ISHARES S&P 500INDEX INVESTOR A,Mutual Fund,,,"1,525,864",,52,25,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,ISHARES DEVELOPEDREAL ESTATE IDX INST,Mutual Fund,,,"26,511",,52,26,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,ISHARES DEVELOPEDRL ESTATE IDX INV A,Mutual Fund,,,"6,606",,52,27,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,ISHARES MSCI EAFEINTL IDX CL A,Mutual Fund,,,"1,504",,52,28,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,ISHARES MSCI EAFEINTL IDX INSTL,Mutual Fund,,,"52,905",,52,29,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,ISHARES RUSSELL 2000SMALL CAP IDX INSTL,Mutual Fund,,,"34,338",,52,30,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,ISHARES RUSSELL 2000SMALL CAP IDX INV A,Mutual Fund,,,"119,734",,52,31,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,ISHARES RUSSELL SMMID CP IDX INV A,Mutual Fund,,,"43,040",,52,32,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,ISHARES S&P 500INDEX SERVICE,Mutual Fund,,,"320,537",,52,33,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,ISHARES TOTAL USSTOCK MRKT INDEX INS,Mutual Fund,,,"13,567",,52,34,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,ISHARES TOTAL USSTOCK MRKT INDX A,Mutual Fund,,,"61,583",,52,35,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,JACKSON SQUARE SMIDCAP GROWTH FD INVEST,Mutual Fund,,,"7,351",,52,36,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,JACOB INTERNET,Mutual Fund,,,"96,304",,52,37,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,JACOB MICRO CAPGROWTH INSTL CL,Mutual Fund,,,"4,311",,52,38,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,JACOB MICRO CAPGROWTH INV CL,Mutual Fund,,,"26,156",,52,39,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,JACOB SMALL CAPGROWTH FUND,Mutual Fund,,,778,,52,40,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,JAMES BALANCED:GOLDEN RAINBOW FUND,Mutual Fund,,,"4,203",,52,41,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,JANUS HENDERSON ABSRET INC OPPOR T,Mutual Fund,,,4,,52,42,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,JANUS HENDERSON ADAPRISK MNGD US EQ CL T,Mutual Fund,,,"25,720",,52,43,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,JANUS HENDERSON GLBLEQUITY INCOME CL A,Mutual Fund,,,"4,986",,52,44,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,JANUS HENDERSON GLBLEQUITY INCOME T,Mutual Fund,,,"55,806",,52,45,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,JANUS HENDERSON GLREAL ESTATE I,Mutual Fund,,,"2,858",,52,46,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,JANUS HENDERSON SMMID CAP VALUE T,Mutual Fund,,,"53,996",,52,47,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,JANUS HENDERSONBALANCED I,Mutual Fund,,,"12,322",,52,48,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,JANUS HENDERSONBALANCED T,Mutual Fund,,,"1,160,070",,52,49,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,JANUS HENDERSONENTERPRISE I,Mutual Fund,,,"102,566",,53,1,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,JANUS HENDERSONENTERPRISE T,Mutual Fund,,,"955,209",,53,2,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,JANUS HENDERSONEUROPEAN FOCUS A,Mutual Fund,,,"6,746",,53,3,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,JANUS HENDERSONEUROPEAN FOCUS CL T,Mutual Fund,,,"56,354",,53,4,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,JANUS HENDERSONEUROPEAN FOCUS I,Mutual Fund,,,"14,286",,53,5,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,JANUS HENDERSONFORTY T,Mutual Fund,,,"58,346",,53,6,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,JANUS HENDERSONGL LIFE SCIENCES I,Mutual Fund,,,"8,395",,53,7,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,JANUS HENDERSONGL LIFE SCIENCES T,Mutual Fund,,,"1,719,015",,53,8,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,JANUS HENDERSONGLOB TECH & INNOV I,Mutual Fund,,,"136,713",,53,9,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,JANUS HENDERSONGLOB TECH & INNOV T,Mutual Fund,,,"868,127",,53,10,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,JANUS HENDERSONGLOBAL RESEACH T,Mutual Fund,,,"58,614",,53,11,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,JANUS HENDERSONGLOBAL SELECT T,Mutual Fund,,,"14,161",,53,12,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,JANUS HENDERSONGROWTH & INCOME T,Mutual Fund,,,"21,791",,53,13,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,JANUS HENDERSONHIGH-YIELD T,Mutual Fund,,,"4,956",,53,14,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,JANUS HENDERSONMULTI-SECTOR INCME I,Mutual Fund,,,"5,217",,53,15,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,JANUS HENDERSONMULTISECTOR INCOME T,Mutual Fund,,,"11,079",,53,16,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,JANUS HENDERSONOVERSEAS I,Mutual Fund,,,"28,452",,53,17,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,JANUS HENDERSONOVERSEAS T,Mutual Fund,,,"3,208",,53,18,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,JANUS HENDERSONRESEARCH T,Mutual Fund,,,"264,284",,53,19,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,JANUS HENDERSONRESPONS INTL DIV T,Mutual Fund,,,"34,712",,53,20,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,JANUS HENDERSONSMALL CAP VALUE T,Mutual Fund,,,"18,555",,53,21,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,JANUS HENDERSONTRITON T,Mutual Fund,,,"94,360",,53,22,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,JANUS HENDERSONVENTURE T,Mutual Fund,,,"180,641",,53,23,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,JENSEN QUALITY VALUEFUND CLASS J,Mutual Fund,,,"17,900",,53,24,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,JENSEN QUALITYGROWTH FD CL I,Mutual Fund,,,"66,978",,53,25,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,JENSEN QUALITYGROWTH FD CL J,Mutual Fund,,,"97,481",,53,26,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,JOHCM GLOBAL SELECTADV,Mutual Fund,,,"7,492",,53,27,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,JOHCM INTERNATIONALSELECT INV,Mutual Fund,,,"51,526",,53,28,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,JOHN HAN DISCIPLINEDVALUE MID CAP CL I,Mutual Fund,,,"31,569",,53,29,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,JOHN HANCOCK BLUECHIP GROWTH CL A,Mutual Fund,,,"29,182",,53,30,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,JOHN HANCOCK BONDFUND CLASS I,Mutual Fund,,,"380,455",,53,31,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,JOHN HANCOCK CLASSICVALUE CL A,Mutual Fund,,,"1,484",,53,32,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,JOHN HANCOCK DISCIPLVAL GLB LONG SHORT A,Mutual Fund,,,"8,708",,53,33,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,JOHN HANCOCK ESG LRGCAP CORE FUND CL I,Mutual Fund,,,"1,474",,53,34,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,JOHN HANCOCK FDMTLALL CAP CORE CL I,Mutual Fund,,,"6,870",,53,35,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,JOHN HANCOCK FDMTLLRG CAP CORE CL A,Mutual Fund,,,"11,931",,53,36,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,JOHN HANCOCK FINC'LINDUSTRIES CLASS A,Mutual Fund,,,"6,076",,53,37,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,JOHN HANCOCK IIINTL SM COMPANY A,Mutual Fund,,,"23,864",,53,38,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,JOHN HANCOCK INTLDYNAMIC GROWTH A,Mutual Fund,,,"1,147",,53,39,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,JOHN HANCOCK REALESTATE SECURITIES A,Mutual Fund,,,"12,893",,53,40,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,JOHN HANCOCK SMALLCAP CORE FUND CL A,Mutual Fund,,,12,,53,41,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,JOHN HANCOCK USGROWTH FUND CL A,Mutual Fund,,,"13,372",,53,42,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,JOHN HANCOCKINCOME FUND A,Mutual Fund,,,139,,53,43,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,JOHN HANCOCKINFRASTRUCTURE A,Mutual Fund,,,8,,53,44,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,JOHN HANCOCKREGIONAL BANK CL A,Mutual Fund,,,"9,275",,53,45,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,JOHN HANCOCKREGIONAL BANK CL I,Mutual Fund,,,"147,291",,53,46,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,JP MORGAN HEDGEDEQUITY 3 FD I,Mutual Fund,,,300,,53,47,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,JP MORGAN INTLHEDGED EQUITY CL A,Mutual Fund,,,376,,53,48,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,JPMORGAN CORE PLUSBOND CLASS I,Mutual Fund,,,"29,207",,54,1,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,JPMORGAN DIVERS MIDCAP GROWTH CLASS I,Mutual Fund,,,"4,286",,54,2,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,JPMORGAN EMERGINGMARKETS EQUITY CL A,Mutual Fund,,,"66,582",,54,3,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,JPMORGAN EQUITY PREMINCOME CL I,Mutual Fund,,,"47,963",,54,4,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,JPMORGAN EQUITYINCOME FUND CL A,Mutual Fund,,,"68,508",,54,5,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,JPMORGAN EQUITYINDEX FUND CLASS A,Mutual Fund,,,"1,906",,54,6,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,JPMORGAN EQUITYPREMIUM INCOME CL A,Mutual Fund,,,"108,343",,54,7,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,JPMORGAN EUROPEDYNAMIC CLASS A,Mutual Fund,,,"3,043",,54,8,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,JPMORGAN GLOBALALLOCATION FUND CL A,Mutual Fund,,,"16,576",,54,9,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,JPMORGAN GROWTHADVANTAGE FUND CL A,Mutual Fund,,,"125,229",,54,10,Fidelity_401K _5500.pdf,Fidelity_401K _5500
